vid,utt_index,character,pred,true,text,all_prob,id,is_correct
Ses05M_impro07,38,,4,4,Oh I'm so glad.,"[0.1391628086566925, 1.6346222764695995e-05, 0.011441203765571117, 2.7056103135691956e-05, 0.8492275476455688, 0.0001250693021574989]",Ses05M_impro07_38,True
Ses05M_impro07,44,,2,2,Um-,"[0.019386526197195053, 2.725641252254718e-06, 0.9804069399833679, 8.296377984606806e-08, 0.00014549943443853408, 5.814931500935927e-05]",Ses05M_impro07_44,True
Ses05M_impro07,57,,4,4,Really?,"[0.004732590634375811, 1.9888300812453963e-05, 0.11370595544576645, 0.0011668698862195015, 0.8794265389442444, 0.0009481263114139438]",Ses05M_impro07_57,True
Ses05M_impro07,78,,4,4,All right.  Wow.  So exciting.,"[0.003368678502738476, 6.49859373424988e-07, 0.0018181550549343228, 1.2699898434220813e-05, 0.9947891235351562, 1.057392728398554e-05]",Ses05M_impro07_78,True
Ses05M_script01_1,7,,5,5,I don't want to argue with him.  But it's time he knows that nobody else thinks that Larry's alive anymore.,"[4.560481769999569e-08, 0.005434674676507711, 0.03919743001461029, 0.08568887412548065, 0.00017822881636675447, 0.8695006966590881]",Ses05M_script01_1_7,True
Ses05M_script01_1,14,,5,5,"All right.  All right, mom.  Just listen.  You know why I invited Annie her, don't you?","[4.358533800541409e-08, 8.97774771146942e-06, 0.009162683971226215, 0.1044531986117363, 0.0003207629779353738, 0.886054277420044]",Ses05M_script01_1_14,True
Ses05M_script01_1,19,,5,5,So it's okay then?  I should just go ahead and do it?,"[5.611124009874402e-09, 2.3743978090351447e-05, 0.0021430091001093388, 0.21118949353694916, 5.7022134569706395e-06, 0.7866380214691162]",Ses05M_script01_1_19,True
Ses05M_script01_1,35,,5,5,Because it is.,"[2.4592779368504125e-07, 0.0005448838928714395, 0.022619137540459633, 0.20397986471652985, 2.1769077648059465e-05, 0.7728341221809387]",Ses05M_script01_1_35,True
Ses05M_script01_1,37,,5,5,"I know her best, all right?  I don't know.  I grew up next to her.  When I think of somebody for my wife these days, I think of Annie.  What do you want, a diagram?","[2.2384847753187387e-08, 0.005198520142585039, 0.0006994379800744355, 0.07525459676980972, 6.568490334757371e-06, 0.9188408255577087]",Ses05M_script01_1_37,True
Ses05M_script01_1,47,,5,5,"I know that, mom.  Just, you help me stay here.","[2.125593390189806e-08, 0.0010079974308609962, 0.002800561720505357, 0.36847180128097534, 2.049264730885625e-05, 0.6276991367340088]",Ses05M_script01_1_47,True
Ses05M_script01_1,49,,5,5,"I don't understand you, do I?","[7.568180990347173e-06, 0.013117032125592232, 0.00012928506475873291, 0.12725715339183807, 2.8293579035221228e-08, 0.8594889640808105]",Ses05M_script01_1_49,True
