vid,utt_index,character,pred,true,text,all_prob,id,is_correct
Ses05F_impro04,0,,1,1,"Brian, I need help.","[2.2550895664608106e-05, 0.9556663632392883, 0.03576211258769035, 1.8170769180869684e-05, 3.164327426929958e-05, 0.008499222807586193]",Ses05F_impro04_0,True
Ses05F_impro04,2,,2,2,"Well, of course not, but what are you going to do if you move back home?  Are you going to be able to find a job there?","[3.149361873511225e-05, 0.011611944995820522, 0.9519007205963135, 0.00010144783300347626, 8.540288399672136e-05, 0.03626897931098938]",Ses05F_impro04_2,True
Ses05F_impro04,32,,1,1,I don't know. Maybe I can take out a loan. I just- I need prospects and I don't feel like I have any.,"[1.212024835695047e-05, 0.6498273611068726, 0.17949822545051575, 0.0006986165535636246, 0.00011315154551994056, 0.16985051333904266]",Ses05F_impro04_32,True
Ses05F_impro04,68,,2,2,"Well, I'd like to be a working actor.","[0.35264962911605835, 0.03969539329409599, 0.4735240936279297, 0.0031110772397369146, 0.002307916060090065, 0.12871186435222626]",Ses05F_impro04_68,True
Ses05M_impro08,2,,2,2,This happens every two weeks?,"[0.00038497179048135877, 5.615891859633848e-05, 0.9740414023399353, 0.00031101025524549186, 0.00010982597450492904, 0.02509669028222561]",Ses05M_impro08_2,True
Ses05M_impro08,4,,2,2,You've lost your connection.,"[0.0004207392339594662, 9.251774827134795e-06, 0.6742062568664551, 0.0036915685050189495, 0.0002486853045411408, 0.3214235007762909]",Ses05M_impro08_4,True
Ses05F_script03_2,14,,2,2,"Well, it seems silly to go on and on in such a thing.","[0.000270195712801069, 0.004694970790296793, 0.8552082180976868, 0.038790181279182434, 0.0175542663782835, 0.08348226547241211]",Ses05F_script03_2_14,True
Ses05F_script03_2,18,,2,2,Just making myself fascinating for you.,"[0.00067540118470788, 0.00635289354249835, 0.5003210306167603, 0.3515966832637787, 0.033737655729055405, 0.10731631517410278]",Ses05F_script03_2_18,True
Ses05F_script03_2,27,,5,5,[BREATHING],"[0.00613590469583869, 0.0002664061321411282, 0.2509367763996124, 0.20687447488307953, 0.003733533900231123, 0.5320529341697693]",Ses05F_script03_2_27,True
Ses05F_script02_2,10,,5,5,"For heaven's sake Augie, grow up we are not going to see the grunions.","[0.012385155074298382, 0.42937514185905457, 0.005881857592612505, 0.023294782266020775, 0.00010921914508799091, 0.5289538502693176]",Ses05F_script02_2_10,True
Ses05F_script02_2,33,,5,5,No.,"[0.017317069694399834, 0.18889853358268738, 0.06455893069505692, 0.0427357517182827, 0.0007044709636829793, 0.6857852339744568]",Ses05F_script02_2_33,True
Ses05F_script02_2,43,,1,1,But this isn't anything like I thought it would be.,"[0.0002568878117017448, 0.9977769255638123, 0.0002211936080129817, 4.933647869620472e-05, 2.0375455278554e-05, 0.0016752163646742702]",Ses05F_script02_2_43,True
Ses05M_impro04,2,,2,2,Really? It's been that long?,"[0.028289558365941048, 0.009148727171123028, 0.9534897208213806, 9.821423009270802e-05, 0.005583529826253653, 0.0033901820424944162]",Ses05M_impro04_2,True
Ses05M_impro04,65,,5,5,You and me both.,"[0.188706636428833, 0.02128254622220993, 0.15105357766151428, 0.020179396495223045, 0.006152591202408075, 0.6126253008842468]",Ses05M_impro04_65,True
Ses05M_script03_2,10,,3,3,"Me, too, bored stiff.","[2.8390211809892207e-05, 2.1727987586928066e-06, 0.048128459602594376, 0.9259882569313049, 0.0014352082507684827, 0.02441755123436451]",Ses05M_script03_2_10,True
Ses05M_script03_2,18,,2,2,Just making myself fascinating for you.,"[0.0006745242280885577, 0.027723034843802452, 0.7725203037261963, 0.11277414113283157, 0.008933169767260551, 0.07737479358911514]",Ses05M_script03_2_18,True
Ses05M_impro05,39,,5,5,That would be great.  Thank you very much.,"[0.013603555038571358, 4.447563333087601e-05, 0.01947585865855217, 0.0762772262096405, 0.1095312088727951, 0.7810676693916321]",Ses05M_impro05_39,True
Ses05M_impro05,40,,2,2,[LAUGHTER] Okay.  Hold on.,"[0.004813892766833305, 0.0003564887447282672, 0.942613422870636, 9.7759502750705e-06, 0.051440875977277756, 0.0007654656656086445]",Ses05M_impro05_40,True
Ses05M_impro05,41,,2,2,Thank you,"[0.10973864048719406, 0.0005822361563332379, 0.4570772051811218, 0.049227483570575714, 0.16616860032081604, 0.21720574796199799]",Ses05M_impro05_41,True
Ses05M_impro03,1,,2,2,what?,"[0.06798002868890762, 0.012620683759450912, 0.8993039131164551, 0.0009193943697027862, 0.018712149932980537, 0.0004637917736545205]",Ses05M_impro03_1,True
Ses05M_impro03,7,,0,0,"She--,well, she said yes, first of all, let me say that right off the bat. Well, I would like to assume, too.  But you never know these things, right?","[0.7081451416015625, 1.1495715625642333e-05, 0.00026165536837652326, 6.554191259056097e-06, 0.29151126742362976, 6.384612061083317e-05]",Ses05M_impro03_7,True
Ses05M_impro03,10,,0,0,"I did it up at Yosemite.  We went camping right like we usually do.  You know we go camping up there all the time.  But, um- the waterfalls had died down a little bit, you know. And so uh- we-I had her climb up.","[0.9861884713172913, 1.2111683645343874e-05, 8.549094491172582e-05, 3.2763225021881226e-07, 0.013705633580684662, 7.970862498041242e-06]",Ses05M_impro03_10,True
Ses05M_impro03,12,,2,2,uh-huh,"[0.10995666682720184, 0.004323748871684074, 0.8824637532234192, 1.339864047622541e-05, 0.0030687116086483, 0.00017378090706188232]",Ses05M_impro03_12,True
Ses05M_impro03,15,,0,0,"And I pop up out of the water -- and I had planned it already, you know? I pop up out of the water and I [BREATHING] and I like, grab her hand, you know.  and that In my hand, I've got the ring.","[0.9882274270057678, 3.90421928386786e-06, 1.4391043805517256e-05, 7.010658720218998e-08, 0.011753092519938946, 1.0995596539942198e-06]",Ses05M_impro03_15,True
Ses05M_impro03,16,,0,0,"And she's like- she feels it you know and she doesn't know what it is.  And she you know helps me get out and I won't let go of her hand.  And she's like, what are you doing?  I and said, You saved my life, now will you marry me?","[0.6657532453536987, 0.0001466066314605996, 0.0003991425328422338, 9.970513303869666e-08, 0.3336814045906067, 1.9535978935891762e-05]",Ses05M_impro03_16,True
Ses05M_impro03,18,,0,0,Wasn't that great? I didn't want it to be too hokey.but- but- She liked it.She liked it.,"[0.965459942817688, 6.749708063580329e-07, 1.0720442560341326e-06, 5.127071034394248e-08, 0.03453781455755234, 5.122195148032915e-07]",Ses05M_impro03_18,True
Ses05M_impro03,42,,0,0,Of course.  I told them right away.  We called them all right them.,"[0.8123260140419006, 0.0007651248597539961, 0.0003697552892845124, 1.0530465260671917e-05, 0.1864815354347229, 4.7040233766892925e-05]",Ses05M_impro03_42,True
Ses05M_impro03,46,,4,4,Are you guys gonna have kids?,"[0.13513003289699554, 0.00014986332098487765, 0.011696199886500835, 0.0003989845572505146, 0.8511873483657837, 0.001437656581401825]",Ses05M_impro03_46,True
Ses05F_impro02,0,,2,2,What is it?,"[0.0009866384789347649, 0.38832879066467285, 0.5291665196418762, 0.017726175487041473, 0.01341228000819683, 0.050379566848278046]",Ses05F_impro02_0,True
Ses05F_impro02,17,,5,5,"I know, I know.  It's really, really messed up.","[0.0012360791442915797, 0.004937083926051855, 0.03213793784379959, 0.02131807617843151, 0.00014277112495619804, 0.9402281045913696]",Ses05F_impro02_17,True
Ses05F_impro02,21,,5,5,"I don't know, I'm just--I'm trying to think of something.","[2.774242966552265e-05, 0.003549319226294756, 0.005487344227731228, 0.01442643627524376, 5.377581601351267e-06, 0.9765037894248962]",Ses05F_impro02_21,True
Ses05F_script02_1,8,,5,5,Whose is it?,"[0.01382189616560936, 0.0017727400409057736, 0.17540383338928223, 0.0009119780734181404, 0.11285646259784698, 0.6952330470085144]",Ses05F_script02_1_8,True
Ses05F_script02_1,9,,5,5,"Well, Sure.","[0.0020443119574338198, 0.00014332079445011914, 0.36649805307388306, 0.0007841093465685844, 0.0037943925708532333, 0.6267358660697937]",Ses05F_script02_1_9,True
Ses05F_script02_1,14,,4,4,"I didn't even think to bring a six-pack.  A six-pack would be just the thing right about now. I can't believe I forgot.  And look at kid, I am surprise I make it out of the house about flies it.","[0.001026518759317696, 1.3825159840052947e-05, 0.0001916902547236532, 2.5281511625507846e-05, 0.9937517046928406, 0.0049909865483641624]",Ses05F_script02_1_14,True
Ses05F_script02_1,24,,4,4,"Honey, this is a natural phenomenon. I mean,  It happens like once a year.  It's a great opportunity.","[0.004742652643471956, 0.00010991677117999643, 0.0022387306671589613, 0.00010967510752379894, 0.9755488634109497, 0.017250219359993935]",Ses05F_script02_1_24,True
Ses05F_impro03,4,,4,4,Yeah.,"[0.008526603691279888, 0.0005243982886895537, 0.19777098298072815, 0.0030068308115005493, 0.7897669672966003, 0.0004042463260702789]",Ses05F_impro03_4,True
Ses05F_impro03,9,,4,4,Just a couple days ago.,"[0.18695999681949615, 0.018224798142910004, 0.3200733959674835, 0.0003508609952405095, 0.4722481369972229, 0.0021427911706268787]",Ses05F_impro03_9,True
Ses05F_impro03,17,,4,4,Yeah.,"[0.0807606428861618, 1.2898948625661433e-05, 0.0007723303278908134, 2.1463310986291617e-05, 0.9183728694915771, 5.9792717365780845e-05]",Ses05F_impro03_17,True
Ses05F_impro03,23,,4,4,"Yeah.  Yeah, of course.","[0.32935261726379395, 0.0030079344287514687, 0.008782788179814816, 0.0007644443539902568, 0.6537476181983948, 0.004344576969742775]",Ses05F_impro03_23,True
Ses05F_impro03,28,,0,0,[LAUGHTER] I am sil,"[0.8248245120048523, 0.00030414387583732605, 0.0022396219428628683, 8.591618097852916e-05, 0.17244882881641388, 9.707931894809008e-05]",Ses05F_impro03_28,True
Ses05F_impro03,64,,0,0,yeah.,"[0.9974825978279114, 8.154711395036429e-05, 0.00011312996502965689, 8.745571904000826e-06, 0.002312067663297057, 1.942054950632155e-06]",Ses05F_impro03_64,True
Ses05F_impro03,65,,0,0,yeah.,"[0.8928112387657166, 0.0003198331978637725, 0.0015453641535714269, 2.4830116672092117e-05, 0.10525311529636383, 4.565646668197587e-05]",Ses05F_impro03_65,True
Ses05F_impro03,80,,0,0,Would you mind popping out a few for me?,"[0.8549173474311829, 0.0013102281372994184, 0.05409546196460724, 9.615879389457405e-05, 0.08936025947332382, 0.00022049371909815818]",Ses05F_impro03_80,True
Ses05F_impro06,11,,1,1,"Absolutely, absolutely.","[0.12471242994070053, 0.8025977611541748, 0.06935224682092667, 1.2875480933871586e-05, 0.0009421708527952433, 0.00238248473033309]",Ses05F_impro06_11,True
Ses05F_impro06,12,,1,1,It's the think,"[0.024442020803689957, 0.7333463430404663, 0.23788678646087646, 4.290652941563167e-05, 0.000267913012066856, 0.004014078062027693]",Ses05F_impro06_12,True
Ses05F_impro06,14,,1,1,There's no reason for it.,"[0.061145562678575516, 0.7108932137489319, 0.20952028036117554, 3.235382246202789e-05, 0.0008335658931173384, 0.017575053498148918]",Ses05F_impro06_14,True
Ses05F_impro06,23,,1,1,"Yes of course, of course.","[0.0003487660433165729, 0.9415602684020996, 0.05790890380740166, 1.7732116248225793e-05, 1.1224641639273614e-05, 0.00015307549620047212]",Ses05F_impro06_23,True
Ses05F_impro06,27,,2,2,yeah.,"[0.023673560470342636, 0.4807901978492737, 0.4949057400226593, 7.018184078333434e-06, 3.536992517183535e-05, 0.0005881308461539447]",Ses05F_impro06_27,True
Ses05M_script02_2,6,,2,2,"uh, Carla Can I ask you a question?  no, don't get upset, but are you having your period?","[0.0019756341353058815, 0.0025493355933576822, 0.7503933906555176, 0.0007361903553828597, 0.008243046700954437, 0.2361024022102356]",Ses05M_script02_2_6,True
Ses05M_script02_2,13,,3,3,"Twice is every time we've tried, that's ever","[1.4187311592195329e-07, 2.4277626380353468e-06, 2.602606764412485e-05, 0.979032039642334, 3.1697149438514316e-07, 0.020938975736498833]",Ses05M_script02_2_13,True
Ses05M_script02_2,18,,1,1,I did want to see it.  I always want to see it.  I just- I keep thinking this will be the time and it never is.,"[2.521875467209611e-05, 0.9869136214256287, 0.0009191412245854735, 0.0002526262542232871, 5.251424590824172e-05, 0.011836973950266838]",Ses05M_script02_2_18,True
Ses05M_script02_2,37,,3,3,"Because you know what you get, Carla?  You know what you get?  This.","[0.0023114157374948263, 0.009447002783417702, 0.001364607596769929, 0.7724459171295166, 0.12344411015510559, 0.09098699688911438]",Ses05M_script02_2_37,True
Ses05F_script03_1,1,,4,4,I wonder.,"[0.017003707587718964, 0.0007289577042683959, 0.06334205716848373, 0.000800721812993288, 0.9149333238601685, 0.003191223368048668]",Ses05F_script03_1_1,True
Ses05F_script03_1,2,,4,4,Hello?  Hello?  What?  Wrong number.,"[0.00031033731647767127, 0.0003499590384308249, 0.00399340083822608, 0.00011909459135495126, 0.9832547307014465, 0.011972406879067421]",Ses05F_script03_1_2,True
Ses05F_script03_1,6,,4,4,"Yes, I shall probably do a Court Curtsey.","[0.047908153384923935, 0.0002721410128287971, 0.2163177728652954, 0.015589808113873005, 0.7168611288070679, 0.00305103394202888]",Ses05F_script03_1_6,True
Ses05F_script03_1,9,,4,4,"What does it all mean?  That's what I asked myself in my ceaseless quest for ultimate truth.  Dear God, what does it all mean?","[0.0018401816487312317, 5.211876123212278e-05, 0.005136657506227493, 0.0012103336630389094, 0.9906678795814514, 0.001092827646061778]",Ses05F_script03_1_9,True
Ses05F_script03_1,11,,4,4,"All the futile mortals who try to make life unbearable.  Laugh at them.  Be flippant.  Laugh at everything, all their sacred shibboleths.  Flippancy brings out the acid in their damned sweetness and light.","[0.03845536336302757, 0.0021405078005045652, 0.09169226884841919, 0.006914293859153986, 0.8498471975326538, 0.010950382798910141]",Ses05F_script03_1_11,True
Ses05F_script03_1,15,,4,4,"No, that fire will fade along with our passion.","[0.3746369481086731, 0.0014227480860427022, 0.17659737169742584, 0.0010313825914636254, 0.4316387474536896, 0.014672895893454552]",Ses05F_script03_1_15,True
Ses05F_script03_1,16,,4,4,It all depends on how well we played.,"[0.0026126340962946415, 0.0005861397949047387, 0.3642066419124603, 0.00019782368326559663, 0.6212831139564514, 0.011113653890788555]",Ses05F_script03_1_16,True
Ses05F_script03_1,25,,4,4,Charles.  That was his name.  He did wriggle so beautifully.,"[0.0008521754643879831, 2.0516305085038766e-05, 0.002052804920822382, 3.13995114993304e-05, 0.997032642364502, 1.0427204870211426e-05]",Ses05F_script03_1_25,True
Ses05F_script03_1,31,,4,4,And then the manager came in and found us rolling around on the floor biting and scratching like panthers.,"[0.0019400118617340922, 3.3551818887644913e-06, 0.0006783163407817483, 2.334929013159126e-05, 0.9973491430282593, 5.880659500689944e-06]",Ses05F_script03_1_31,True
Ses05F_script03_1,35,,4,4,"Oh, As a matter of fact, the real cause of that row was Peter Burden.","[0.0021660998463630676, 0.005075661465525627, 0.18523354828357697, 0.0019072635332122445, 0.7962324023246765, 0.009385015815496445]",Ses05F_script03_1_35,True
Ses05M_script03_1,24,,2,2,"What if one of us dies, does the other one laugh then?","[0.1366056650876999, 0.22087770700454712, 0.5779378414154053, 0.010106486268341541, 0.015862373635172844, 0.038609959185123444]",Ses05M_script03_1_24,True
Ses05M_script01_1b,1,,1,1,He was out here when it broke.,"[0.000939573219511658, 0.9261889457702637, 0.06576678901910782, 0.00018623616779223084, 0.0013225071597844362, 0.005595974624156952]",Ses05M_script01_1b_1,True
Ses05M_script01_1b,2,,1,1,About four this morning.  I heard it crack and I looked out the window and he was standing right there when it cracked.,"[0.00015545918722636998, 0.9584653973579407, 0.037338342517614365, 0.00010410900722490624, 0.000921043218113482, 0.0030156862922012806]",Ses05M_script01_1b_2,True
Ses05M_script01_1b,5,,1,1,"Yes, yes he is.  I don't know the meaning in it.  But I know one thing, mom, we made a terrible mistake with Dad.","[0.0004839581379201263, 0.9967241883277893, 0.0021948767825961113, 4.1741686800378375e-06, 0.00010267230391036719, 0.000490083359181881]",Ses05M_script01_1b_5,True
Ses05M_script01_1b,11,,5,5,You know it's not just my business.,"[6.26339397058473e-06, 0.0032313233241438866, 0.03195670619606972, 0.03125133365392685, 0.00018091429956257343, 0.9333734512329102]",Ses05M_script01_1b_11,True
Ses05M_script01_1b,29,,1,1,"Now, what's going to happen to your father, do you know?  I don't.","[0.0007348664221353829, 0.8693636655807495, 0.10828638076782227, 0.00028281184495426714, 0.00011200000153621659, 0.02122020535171032]",Ses05M_script01_1b_29,True
Ses05F_script01_3,16,,4,4,"Oh Annie, we're going to live now.  I'm going to make you so happy.","[0.08422274887561798, 0.00019309694471303374, 0.00022405471827369183, 1.2838278962590266e-05, 0.9137649536132812, 0.0015822467394173145]",Ses05F_script01_3_16,True
Ses05F_script01_1,0,,1,1,What's he going to say? Maybe we should tell him before he sees it.,"[0.0020802540238946676, 0.6987269520759583, 0.29847612977027893, 2.0630388462450355e-05, 0.0004325787886045873, 0.0002633655385579914]",Ses05F_script01_1_0,True
Ses05F_script01_1,3,,1,1,"Around Four this morning, and there was a crack and I looked out.  We're standing right there when I cracked.","[0.003183511784300208, 0.7418791651725769, 0.23536533117294312, 7.38054295652546e-05, 0.005534100811928511, 0.013964020647108555]",Ses05F_script01_1_3,True
Ses05F_script01_1,4,,1,1,I don't know.  but When it cracked he ran back into the house and start to cry in the kitchen.,"[0.067760169506073, 0.5902810096740723, 0.26946598291397095, 0.00026734150014817715, 0.0073558613657951355, 0.06486963480710983]",Ses05F_script01_1_4,True
Ses05F_script01_1,11,,1,1,"I guess, he is.","[0.05164021998643875, 0.8908703327178955, 0.04044150188565254, 9.090685489354655e-05, 0.001019435585476458, 0.015937594696879387]",Ses05F_script01_1_11,True
Ses05F_script01_1,13,,1,1,I don't know the meaning of it.  But I know one thing mom did.  We made a terrible mistake with dad.,"[0.05153336375951767, 0.5685638189315796, 0.27107226848602295, 0.00022036551672499627, 0.0022801568266004324, 0.10633004456758499]",Ses05F_script01_1_13,True
Ses05F_script01_1,15,,1,1,"You know that Larry's not coming back, and I know it.  So why do we go on letting him think that we believe with him?","[0.0014583022566512227, 0.6825737953186035, 0.05455707386136055, 0.0014952978817746043, 0.003291193163022399, 0.256624311208725]",Ses05F_script01_1_15,True
Ses05F_script01_1,28,,5,5,So it's all right.  I can go ahead with it then?,"[7.100244147295598e-06, 0.0017597046680748463, 0.019383186474442482, 0.34580525755882263, 0.00030279820202849805, 0.6327419877052307]",Ses05F_script01_1_28,True
Ses05F_script01_1,42,,1,1,"You marry his girl, and you're pronouncing him dead.  Now what's going to happen to your father, do you know?  I don't.","[3.069877129746601e-05, 0.9830693006515503, 0.010071367025375366, 0.0019099212950095534, 0.0001492911105742678, 0.004769321996718645]",Ses05F_script01_1_42,True
Ses05M_impro01,2,,2,2,"Right, but this is the wrong form.  Somebody gave you the wrong form.","[0.0005816826014779508, 0.0006060941959731281, 0.5385773181915283, 0.010817626491189003, 0.0001334606931777671, 0.4492838382720947]",Ses05M_impro01_2,True
Ses05M_impro01,25,,3,3,"Wouldn't you? Oh, come on.  you just tell me.  You would make an exception for me.","[4.783603912983381e-07, 2.1458999981405213e-06, 0.0002846067654900253, 0.5893195271492004, 5.7928224123315886e-05, 0.41033533215522766]",Ses05M_impro01_25,True
Ses05M_impro01,33,,3,3,I'm gonna- I'm gonna bring security over and have them escort you out.,"[1.4005173397890758e-05, 0.00014201046724338084, 0.0016588502330705523, 0.6707594990730286, 1.1271345101704355e-05, 0.3274143934249878]",Ses05M_impro01_33,True
Ses05M_impro07,14,,0,0,That's awesome.,"[0.9328190088272095, 2.050984767265618e-05, 0.021539999172091484, 5.539671110454947e-05, 0.04529528692364693, 0.00026987172896042466]",Ses05M_impro07_14,True
Ses05M_impro07,17,,2,2,No.,"[0.025225002318620682, 0.00030638559837825596, 0.5390278697013855, 0.00027682114159688354, 0.43263351917266846, 0.0025303740985691547]",Ses05M_impro07_17,True
Ses05M_impro07,20,,4,4,I know.  I know.  I'm- I'm definitely -- I realize [LAUGHTER].,"[0.0006215762114152312, 5.597227072939859e-07, 0.0003465010959189385, 1.065950186784903e-06, 0.9990297555923462, 6.046103635526379e-07]",Ses05M_impro07_20,True
Ses05M_impro07,24,,4,4,Yeah.  Totally- Well where are you going to live?,"[0.0003850481007248163, 9.812416465138085e-06, 0.02927469275891781, 8.746949788474012e-06, 0.970282256603241, 3.947222285205498e-05]",Ses05M_impro07_24,True
Ses05M_impro07,28,,2,2,Good tradeoff,"[0.01455370057374239, 0.000832379620987922, 0.9701893329620361, 5.426820735010551e-06, 0.013609746471047401, 0.0008094419608823955]",Ses05M_impro07_28,True
Ses05M_impro07,37,,4,4,"Right, Exactly.","[0.41448071599006653, 7.462256235157838e-06, 0.04761114344000816, 0.00015967960644047707, 0.5375275015830994, 0.00021352765907067806]",Ses05M_impro07_37,True
Ses05M_impro07,42,,2,2,"Oh, wow.","[0.0034251795150339603, 0.00013480643974617124, 0.9930311441421509, 1.3819008927384857e-05, 0.0027483508456498384, 0.0006466442719101906]",Ses05M_impro07_42,True
Ses05M_impro07,45,,4,4,You know the area better than I do.,"[0.14802485704421997, 0.0004849039250984788, 0.36110350489616394, 0.0003009679785463959, 0.48896002769470215, 0.0011257336009293795]",Ses05M_impro07_45,True
Ses05M_impro07,53,,2,2,yeah.,"[0.21480752527713776, 0.00022327994520310313, 0.7799344658851624, 0.00032404394005425274, 0.004026622511446476, 0.0006840017158538103]",Ses05M_impro07_53,True
Ses05M_impro07,58,,2,2,yeah.,"[0.022904837504029274, 0.0008298803586512804, 0.790572464466095, 0.0003248085849918425, 0.18051281571388245, 0.004855192732065916]",Ses05M_impro07_58,True
Ses05M_impro07,80,,0,0,We'll have fun.,"[0.8739166259765625, 0.0008095710654743016, 0.09109033644199371, 0.00020906746794935316, 0.033850688487291336, 0.0001236463722307235]",Ses05M_impro07_80,True
Ses05M_script01_1,1,,1,1,When?  I was the first one up.  He was still in bed.  How could he have seen it?,"[0.0001761167513905093, 0.8950129151344299, 0.10240127891302109, 0.0010142448591068387, 0.00015462812734767795, 0.0012408395996317267]",Ses05M_script01_1_1,True
Ses05M_script01_1,13,,3,3,"The trouble is the God damn newspapers.  I mean every every week a kid turns up, missing like longer than Larry.","[6.981118190196867e-07, 2.894795579777565e-05, 0.0006127724191173911, 0.9336578845977783, 6.446036422858015e-06, 0.06569322943687439]",Ses05M_script01_1_13,True
Ses05M_script01_1,15,,2,2,You know.,"[0.0005011851899325848, 0.3460853099822998, 0.5739054083824158, 0.0011519563850015402, 0.00016737003170419484, 0.0781887099146843]",Ses05M_script01_1_15,True
